n,register_e_symbol,omega_lower_case,omega_upper_case,liouville_function,prime_counter,tape_cp_n_start,register_psf_out,prime_square_free_counter,tape_psf_n_start,mobius_function_mu,mertens_function,semiprime,semiprime_counter
4613,M,2,2,1,623,M,F,2806,C,1,0,true,1266
4614,M,3,3,-1,623,M,F,2807,C,-1,-1,false,1266
4615,M,3,3,-1,623,M,F,2808,S,-1,-2,false,1266
4616,M,2,4,1,623,M,S,2808,S,0,-2,false,1266
4617,M,2,6,1,623,M,S,2808,C,0,-2,false,1266
4618,M,2,2,1,623,M,F,2809,C,1,-1,true,1267
4619,M,2,2,1,623,M,F,2810,S,1,0,true,1268
4620,M,5,6,1,623,L,S,2810,C,0,0,false,1268
4621,P,1,1,-1,624,M,F,2811,C,-1,-1,false,1268
4622,M,2,2,1,624,M,F,2812,C,1,0,true,1269
4623,M,3,3,-1,624,M,F,2813,S,-1,-1,false,1269
4624,M,2,6,1,624,M,S,2813,S,0,-1,false,1269
4625,M,2,4,1,624,M,S,2813,S,0,-1,false,1269
4626,M,3,4,1,624,M,S,2813,C,0,-1,false,1269
4627,M,2,2,1,624,M,F,2814,S,1,0,true,1270
4628,M,3,4,1,624,M,S,2814,C,0,0,false,1270
4629,M,2,2,1,624,M,F,2815,C,1,1,true,1271
4630,M,3,3,-1,624,M,F,2816,C,-1,0,false,1271
4631,M,2,2,1,624,M,F,2817,S,1,1,true,1272
4632,M,3,5,-1,624,M,S,2817,C,0,1,false,1272
4633,M,2,2,1,624,M,F,2818,C,1,2,true,1273
4634,M,3,3,-1,624,M,F,2819,S,-1,1,false,1273
4635,M,3,4,1,624,M,S,2819,S,0,1,false,1273
4636,M,3,4,1,624,L,S,2819,C,0,1,false,1273
4637,P,1,1,-1,625,M,F,2820,C,-1,0,false,1273
4638,M,3,3,-1,625,L,F,2821,C,-1,-1,false,1273
4639,P,1,1,-1,626,M,F,2822,S,-1,-2,false,1273
4640,M,3,7,-1,626,M,S,2822,C,0,-2,false,1273
4641,M,4,4,1,626,M,F,2823,C,1,-1,false,1273
4642,M,3,3,-1,626,L,F,2824,C,-1,-2,false,1273
4643,P,1,1,-1,627,M,F,2825,S,-1,-3,false,1273
4644,M,3,6,1,627,M,S,2825,C,0,-3,false,1273
4645,M,2,2,1,627,M,F,2826,C,1,-2,true,1274
4646,M,3,3,-1,627,M,F,2827,C,-1,-3,false,1274
4647,M,2,2,1,627,M,F,2828,S,1,-2,true,1275
4648,M,3,5,-1,627,L,S,2828,C,0,-2,false,1275
4649,P,1,1,-1,628,M,F,2829,S,-1,-3,false,1275
4650,M,4,5,-1,628,L,S,2829,C,0,-3,false,1275
4651,P,1,1,-1,629,M,F,2830,S,-1,-4,false,1275
4652,M,2,3,-1,629,M,S,2830,S,0,-4,false,1275
4653,M,3,4,1,629,M,S,2830,C,0,-4,false,1275
4654,M,3,3,-1,629,M,F,2831,S,-1,-5,false,1275
4655,M,3,4,1,629,M,S,2831,S,0,-5,false,1275
4656,M,3,6,1,629,L,S,2831,C,0,-5,false,1275
4657,P,1,1,-1,630,M,F,2832,C,-1,-6,false,1275
4658,M,3,3,-1,630,M,F,2833,C,-1,-7,false,1275
4659,M,2,2,1,630,M,F,2834,S,1,-6,true,1276
4660,M,3,4,1,630,M,S,2834,C,0,-6,false,1276
4661,M,2,2,1,630,M,F,2835,S,1,-5,true,1277
4662,M,4,5,-1,630,L,S,2835,C,0,-5,false,1277
4663,P,1,1,-1,631,M,F,2836,S,-1,-6,false,1277
4664,M,3,5,-1,631,M,S,2836,C,0,-6,false,1277
4665,M,3,3,-1,631,M,F,2837,C,-1,-7,false,1277
4666,M,2,2,1,631,M,F,2838,C,1,-6,true,1278
4667,M,2,2,1,631,M,F,2839,S,1,-5,true,1279
4668,M,3,4,1,631,M,S,2839,C,0,-5,false,1279
4669,M,3,3,-1,631,M,F,2840,C,-1,-6,false,1279
4670,M,3,3,-1,631,M,F,2841,S,-1,-7,false,1279
4671,M,2,4,1,631,M,S,2841,S,0,-7,false,1279
4672,M,2,7,-1,631,L,S,2841,C,0,-7,false,1279
4673,P,1,1,-1,632,M,F,2842,C,-1,-8,false,1279
4674,M,4,4,1,632,M,F,2843,S,1,-7,false,1279
4675,M,3,4,1,632,M,S,2843,S,0,-7,false,1279
4676,M,3,4,1,632,M,S,2843,C,0,-7,false,1279
4677,M,2,2,1,632,M,F,2844,C,1,-6,true,1280
4678,M,2,2,1,632,L,F,2845,C,1,-5,true,1281
4679,P,1,1,-1,633,M,F,2846,S,-1,-6,false,1281
4680,M,4,7,-1,633,M,S,2846,C,0,-6,false,1281
4681,M,2,2,1,633,M,F,2847,C,1,-5,true,1282
4682,M,2,2,1,633,M,F,2848,C,1,-4,true,1283
4683,M,3,3,-1,633,M,F,2849,S,-1,-5,false,1283
4684,M,2,3,-1,633,M,S,2849,C,0,-5,false,1283
4685,M,2,2,1,633,M,F,2850,C,1,-4,true,1284
4686,M,4,4,1,633,M,F,2851,C,1,-3,false,1284
4687,M,2,2,1,633,M,F,2852,S,1,-2,true,1285
4688,M,2,5,-1,633,M,S,2852,S,0,-2,false,1285
4689,M,2,3,-1,633,M,S,2852,C,0,-2,false,1285
4690,M,4,4,1,633,L,F,2853,C,1,-1,false,1285
4691,P,1,1,-1,634,M,F,2854,S,-1,-2,false,1285
4692,M,4,5,-1,634,M,S,2854,S,0,-2,false,1285
4693,M,2,3,-1,634,M,S,2854,C,0,-2,false,1285
4694,M,2,2,1,634,M,F,2855,C,1,-1,true,1286
4695,M,3,3,-1,634,M,F,2856,S,-1,-2,false,1286
4696,M,2,4,1,634,M,S,2856,C,0,-2,false,1286
4697,M,3,3,-1,634,M,F,2857,S,-1,-3,false,1286
4698,M,3,6,1,634,M,S,2857,C,0,-3,false,1286
4699,M,2,2,1,634,M,F,2858,S,1,-2,true,1287
4700,M,3,5,-1,634,M,S,2858,C,0,-2,false,1287
4701,M,2,2,1,634,M,F,2859,C,1,-1,true,1288
4702,M,2,2,1,634,L,F,2860,C,1,0,true,1289
4703,P,1,1,-1,635,M,F,2861,S,-1,-1,false,1289
4704,M,3,8,1,635,M,S,2861,C,0,-1,false,1289
4705,M,2,2,1,635,M,F,2862,C,1,0,true,1290
4706,M,3,3,-1,635,M,F,2863,S,-1,-1,false,1290
4707,M,2,3,-1,635,M,S,2863,S,0,-1,false,1290
4708,M,3,4,1,635,M,S,2863,C,0,-1,false,1290
4709,M,2,2,1,635,M,F,2864,C,1,0,true,1291
4710,M,4,4,1,635,M,F,2865,C,1,1,false,1291
4711,M,2,2,1,635,M,F,2866,S,1,2,true,1292
4712,M,3,5,-1,635,M,S,2866,C,0,2,false,1292
4713,M,2,2,1,635,M,F,2867,C,1,3,true,1293
4714,M,2,2,1,635,M,F,2868,C,1,4,true,1294
4715,M,3,3,-1,635,M,F,2869,S,-1,3,false,1294
4716,M,3,5,-1,635,M,S,2869,C,0,3,false,1294
4717,M,2,2,1,635,M,F,2870,C,1,4,true,1295
4718,M,3,3,-1,635,M,F,2871,S,-1,3,false,1295
4719,M,3,4,1,635,M,S,2871,S,0,3,false,1295
4720,M,3,6,1,635,L,S,2871,C,0,3,false,1295
4721,P,1,1,-1,636,M,F,2872,C,-1,2,false,1295
4722,M,3,3,-1,636,L,F,2873,C,-1,1,false,1295
4723,P,1,1,-1,637,M,F,2874,S,-1,0,false,1295
4724,M,2,3,-1,637,M,S,2874,S,0,0,false,1295
4725,M,3,6,1,637,M,S,2874,C,0,0,false,1295
4726,M,3,3,-1,637,M,F,2875,C,-1,-1,false,1295
4727,M,2,2,1,637,M,F,2876,S,1,0,true,1296
4728,M,3,5,-1,637,L,S,2876,C,0,0,false,1296
4729,P,1,1,-1,638,M,F,2877,C,-1,-1,false,1296
4730,M,4,4,1,638,M,F,2878,C,1,0,false,1296
4731,M,3,3,-1,638,M,F,2879,S,-1,-1,false,1296
4732,M,3,5,-1,638,L,S,2879,C,0,-1,false,1296
4733,P,1,1,-1,639,M,F,2880,S,-1,-2,false,1296
4734,M,3,4,1,639,M,S,2880,C,0,-2,false,1296
4735,M,2,2,1,639,M,F,2881,S,1,-1,true,1297
4736,M,2,8,1,639,M,S,2881,C,0,-1,false,1297
4737,M,2,2,1,639,M,F,2882,C,1,0,true,1298
4738,M,3,3,-1,639,M,F,2883,C,-1,-1,false,1298
4739,M,2,2,1,639,M,F,2884,S,1,0,true,1299
4740,M,4,5,-1,639,M,S,2884,C,0,0,false,1299
4741,M,2,2,1,639,M,F,2885,C,1,1,true,1300
4742,M,2,2,1,639,M,F,2886,S,1,2,true,1301
4743,M,3,4,1,639,M,S,2886,S,0,2,false,1301
4744,M,2,4,1,639,M,S,2886,C,0,2,false,1301
4745,M,3,3,-1,639,M,F,2887,C,-1,1,false,1301
4746,M,4,4,1,639,M,F,2888,C,1,2,false,1301
4747,M,2,2,1,639,M,F,2889,S,1,3,true,1302
4748,M,2,3,-1,639,M,S,2889,C,0,3,false,1302
4749,M,2,2,1,639,M,F,2890,S,1,4,true,1303
4750,M,3,5,-1,639,L,S,2890,C,0,4,false,1303
4751,P,1,1,-1,640,M,F,2891,S,-1,3,false,1303
4752,M,3,8,1,640,M,S,2891,S,0,3,false,1303
4753,M,2,3,-1,640,M,S,2891,C,0,3,false,1303
4754,M,2,2,1,640,M,F,2892,C,1,4,true,1304
4755,M,3,3,-1,640,M,F,2893,S,-1,3,false,1304
4756,M,3,4,1,640,M,S,2893,C,0,3,false,1304
4757,M,2,2,1,640,M,F,2894,C,1,4,true,1305
4758,M,4,4,1,640,L,F,2895,C,1,5,false,1305
4759,P,1,1,-1,641,M,F,2896,S,-1,4,false,1305
4760,M,4,6,1,641,M,S,2896,S,0,4,false,1305
4761,M,2,4,1,641,M,S,2896,C,0,4,false,1305
4762,M,2,2,1,641,M,F,2897,C,1,5,true,1306
4763,M,2,2,1,641,M,F,2898,S,1,6,true,1307
4764,M,3,4,1,641,M,S,2898,C,0,6,false,1307
4765,M,2,2,1,641,M,F,2899,C,1,7,true,1308
4766,M,2,2,1,641,M,F,2900,C,1,8,true,1309
4767,M,3,3,-1,641,M,F,2901,S,-1,7,false,1309
4768,M,2,6,1,641,M,S,2901,C,0,7,false,1309
4769,M,2,2,1,641,M,F,2902,S,1,8,true,1310
4770,M,4,5,-1,641,M,S,2902,C,0,8,false,1310
4771,M,2,2,1,641,M,F,2903,S,1,9,true,1311
4772,M,2,3,-1,641,M,S,2903,C,0,9,false,1311
4773,M,3,3,-1,641,M,F,2904,C,-1,8,false,1311
4774,M,4,4,1,641,M,F,2905,S,1,9,false,1311
4775,M,2,3,-1,641,M,S,2905,S,0,9,false,1311
4776,M,3,5,-1,641,M,S,2905,C,0,9,false,1311
4777,M,2,2,1,641,M,F,2906,C,1,10,true,1312
4778,M,2,2,1,641,M,F,2907,S,1,11,true,1313
4779,M,2,5,-1,641,M,S,2907,S,0,11,false,1313
4780,M,3,4,1,641,M,S,2907,C,0,11,false,1313
4781,M,2,2,1,641,M,F,2908,C,1,12,true,1314
4782,M,3,3,-1,641,L,F,2909,C,-1,11,false,1314
4783,P,1,1,-1,642,M,F,2910,S,-1,10,false,1314
4784,M,3,6,1,642,M,S,2910,C,0,10,false,1314
4785,M,4,4,1,642,M,F,2911,C,1,11,false,1314
4786,M,2,2,1,642,L,F,2912,C,1,12,true,1315
4787,P,1,1,-1,643,M,F,2913,S,-1,11,false,1315
4788,M,4,6,1,643,L,S,2913,C,0,11,false,1315
4789,P,1,1,-1,644,M,F,2914,C,-1,10,false,1315
4790,M,3,3,-1,644,M,F,2915,C,-1,9,false,1315
4791,M,2,2,1,644,M,F,2916,S,1,10,true,1316
4792,M,2,4,1,644,L,S,2916,C,0,10,false,1316
4793,P,1,1,-1,645,M,F,2917,C,-1,9,false,1316
4794,M,4,4,1,645,M,F,2918,C,1,10,false,1316
4795,M,3,3,-1,645,M,F,2919,S,-1,9,false,1316
4796,M,3,4,1,645,M,S,2919,S,0,9,false,1316
4797,M,3,4,1,645,M,S,2919,C,0,9,false,1316
4798,M,2,2,1,645,L,F,2920,C,1,10,true,1317
4799,P,1,1,-1,646,M,F,2921,S,-1,9,false,1317
4800,M,3,9,-1,646,L,S,2921,C,0,9,false,1317
4801,P,1,1,-1,647,M,F,2922,S,-1,8,false,1317
4802,M,2,5,-1,647,M,S,2922,C,0,8,false,1317
4803,M,2,2,1,647,M,F,2923,S,1,9,true,1318
4804,M,2,3,-1,647,M,S,2923,S,0,9,false,1318
4805,M,2,3,-1,647,M,S,2923,S,0,9,false,1318
4806,M,3,5,-1,647,M,S,2923,C,0,9,false,1318
4807,M,3,3,-1,647,M,F,2924,S,-1,8,false,1318
4808,M,2,4,1,647,M,S,2924,C,0,8,false,1318
4809,M,3,3,-1,647,M,F,2925,C,-1,7,false,1318
4810,M,4,4,1,647,M,F,2926,C,1,8,false,1318
4811,M,2,2,1,647,M,F,2927,S,1,9,true,1319
4812,M,3,4,1,647,L,S,2927,C,0,9,false,1319
4813,P,1,1,-1,648,M,F,2928,C,-1,8,false,1319
4814,M,3,3,-1,648,M,F,2929,S,-1,7,false,1319
4815,M,3,4,1,648,M,S,2929,S,0,7,false,1319
4816,M,3,6,1,648,L,S,2929,C,0,7,false,1319
4817,P,1,1,-1,649,M,F,2930,C,-1,6,false,1319
4818,M,4,4,1,649,M,F,2931,C,1,7,false,1319
4819,M,2,2,1,649,M,F,2932,S,1,8,true,1320
4820,M,3,4,1,649,M,S,2932,C,0,8,false,1320
4821,M,2,2,1,649,M,F,2933,C,1,9,true,1321
4822,M,2,2,1,649,M,F,2934,C,1,10,true,1322
4823,M,3,3,-1,649,M,F,2935,S,-1,9,false,1322
4824,M,3,6,1,649,M,S,2935,S,0,9,false,1322
4825,M,2,3,-1,649,M,S,2935,C,0,9,false,1322
4826,M,3,3,-1,649,M,F,2936,C,-1,8,false,1322
4827,M,2,2,1,649,M,F,2937,S,1,9,true,1323
4828,M,3,4,1,649,M,S,2937,C,0,9,false,1323
4829,M,2,2,1,649,M,F,2938,C,1,10,true,1324
4830,M,5,5,-1,649,L,F,2939,C,-1,9,false,1324
4831,P,1,1,-1,650,M,F,2940,S,-1,8,false,1324
4832,M,2,6,1,650,M,S,2940,S,0,8,false,1324
4833,M,2,4,1,650,M,S,2940,C,0,8,false,1324
4834,M,2,2,1,650,M,F,2941,C,1,9,true,1325
4835,M,2,2,1,650,M,F,2942,S,1,10,true,1326
4836,M,4,5,-1,650,M,S,2942,C,0,10,false,1326
4837,M,2,2,1,650,M,F,2943,C,1,11,true,1327
4838,M,3,3,-1,650,M,F,2944,C,-1,10,false,1327
4839,M,2,2,1,650,M,F,2945,S,1,11,true,1328
4840,M,3,6,1,650,M,S,2945,C,0,11,false,1328
4841,M,2,2,1,650,M,F,2946,S,1,12,true,1329
4842,M,3,4,1,650,M,S,2946,C,0,12,false,1329
4843,M,2,2,1,650,M,F,2947,S,1,13,true,1330
4844,M,3,4,1,650,M,S,2947,C,0,13,false,1330
4845,M,4,4,1,650,M,F,2948,C,1,14,false,1330
4846,M,2,2,1,650,M,F,2949,C,1,15,true,1331
4847,M,2,2,1,650,M,F,2950,S,1,16,true,1332
4848,M,3,6,1,650,M,S,2950,C,0,16,false,1332
4849,M,2,2,1,650,M,F,2951,S,1,17,true,1333
4850,M,3,4,1,650,M,S,2951,S,0,17,false,1333
4851,M,3,5,-1,650,M,S,2951,S,0,17,false,1333
4852,M,2,3,-1,650,M,S,2951,C,0,17,false,1333
4853,M,2,2,1,650,M,F,2952,C,1,18,true,1334
4854,M,3,3,-1,650,M,F,2953,C,-1,17,false,1334
4855,M,2,2,1,650,M,F,2954,S,1,18,true,1335
4856,M,2,4,1,650,M,S,2954,C,0,18,false,1335
4857,M,2,2,1,650,M,F,2955,C,1,19,true,1336
4858,M,3,3,-1,650,M,F,2956,C,-1,18,false,1336
4859,M,2,2,1,650,M,F,2957,S,1,19,true,1337
4860,M,3,8,1,650,L,S,2957,C,0,19,false,1337
4861,P,1,1,-1,651,M,F,2958,C,-1,18,false,1337
4862,M,4,4,1,651,M,F,2959,C,1,19,false,1337
4863,M,2,2,1,651,M,F,2960,S,1,20,true,1338
4864,M,2,9,-1,651,M,S,2960,C,0,20,false,1338
4865,M,3,3,-1,651,M,F,2961,C,-1,19,false,1338
4866,M,3,3,-1,651,M,F,2962,C,-1,18,false,1338
4867,M,2,2,1,651,M,F,2963,S,1,19,true,1339
4868,M,2,3,-1,651,M,S,2963,S,0,19,false,1339
4869,M,2,3,-1,651,M,S,2963,C,0,19,false,1339
4870,M,3,3,-1,651,L,F,2964,C,-1,18,false,1339
4871,P,1,1,-1,652,M,F,2965,S,-1,17,false,1339
4872,M,4,6,1,652,M,S,2965,C,0,17,false,1339
4873,M,2,2,1,652,M,F,2966,C,1,18,true,1340
4874,M,2,2,1,652,M,F,2967,S,1,19,true,1341
4875,M,3,5,-1,652,M,S,2967,S,0,19,false,1341
4876,M,3,4,1,652,L,S,2967,C,0,19,false,1341
4877,P,1,1,-1,653,M,F,2968,S,-1,18,false,1341
4878,M,3,4,1,653,M,S,2968,C,0,18,false,1341
4879,M,3,3,-1,653,M,F,2969,S,-1,17,false,1341
4880,M,3,6,1,653,M,S,2969,C,0,17,false,1341
4881,M,2,2,1,653,M,F,2970,C,1,18,true,1342
4882,M,2,2,1,653,M,F,2971,C,1,19,true,1343
4883,M,2,2,1,653,M,F,2972,S,1,20,true,1344
4884,M,4,5,-1,653,M,S,2972,C,0,20,false,1344
4885,M,2,2,1,653,M,F,2973,C,1,21,true,1345
4886,M,3,3,-1,653,M,F,2974,S,-1,20,false,1345
4887,M,2,4,1,653,M,S,2974,S,0,20,false,1345
4888,M,3,5,-1,653,L,S,2974,C,0,20,false,1345
4889,P,1,1,-1,654,M,F,2975,C,-1,19,false,1345
4890,M,4,4,1,654,M,F,2976,C,1,20,false,1345
4891,M,2,2,1,654,M,F,2977,S,1,21,true,1346
4892,M,2,3,-1,654,M,S,2977,C,0,21,false,1346
4893,M,3,3,-1,654,M,F,2978,C,-1,20,false,1346
4894,M,2,2,1,654,M,F,2979,C,1,21,true,1347
4895,M,3,3,-1,654,M,F,2980,S,-1,20,false,1347
4896,M,3,8,1,654,M,S,2980,C,0,20,false,1347
4897,M,2,2,1,654,M,F,2981,C,1,21,true,1348
4898,M,3,3,-1,654,M,F,2982,C,-1,20,false,1348
4899,M,3,3,-1,654,M,F,2983,S,-1,19,false,1348
4900,M,3,6,1,654,M,S,2983,S,0,19,false,1348
4901,M,2,3,-1,654,M,S,2983,C,0,19,false,1348
4902,M,4,4,1,654,L,F,2984,C,1,20,false,1348
4903,P,1,1,-1,655,M,F,2985,S,-1,19,false,1348
4904,M,2,4,1,655,M,S,2985,S,0,19,false,1348
4905,M,3,4,1,655,M,S,2985,C,0,19,false,1348
4906,M,3,3,-1,655,M,F,2986,C,-1,18,false,1348
4907,M,2,2,1,655,M,F,2987,S,1,19,true,1349
4908,M,3,4,1,655,L,S,2987,C,0,19,false,1349
4909,P,1,1,-1,656,M,F,2988,C,-1,18,false,1349
4910,M,3,3,-1,656,M,F,2989,C,-1,17,false,1349
4911,M,2,2,1,656,M,F,2990,S,1,18,true,1350
4912,M,2,5,-1,656,M,S,2990,S,0,18,false,1350
4913,M,1,3,-1,656,M,S,2990,S,0,18,false,1350
4914,M,4,6,1,656,M,S,2990,C,0,18,false,1350
4915,M,2,2,1,656,M,F,2991,S,1,19,true,1351
4916,M,2,3,-1,656,M,S,2991,C,0,19,false,1351
4917,M,3,3,-1,656,M,F,2992,C,-1,18,false,1351
4918,M,2,2,1,656,L,F,2993,C,1,19,true,1352
4919,P,1,1,-1,657,M,F,2994,S,-1,18,false,1352
4920,M,4,6,1,657,M,S,2994,C,0,18,false,1352
4921,M,3,3,-1,657,M,F,2995,C,-1,17,false,1352
4922,M,3,3,-1,657,M,F,2996,S,-1,16,false,1352
4923,M,2,3,-1,657,M,S,2996,S,0,16,false,1352
4924,M,2,3,-1,657,M,S,2996,S,0,16,false,1352
4925,M,2,3,-1,657,M,S,2996,C,0,16,false,1352
4926,M,3,3,-1,657,M,F,2997,C,-1,15,false,1352
4927,M,2,2,1,657,M,F,2998,S,1,16,true,1353
4928,M,3,8,1,657,M,S,2998,C,0,16,false,1353
4929,M,3,3,-1,657,M,F,2999,C,-1,15,false,1353
4930,M,4,4,1,657,L,F,3000,C,1,16,false,1353
4931,P,1,1,-1,658,M,F,3001,S,-1,15,false,1353
4932,M,3,5,-1,658,L,S,3001,C,0,15,false,1353
4933,P,1,1,-1,659,M,F,3002,C,-1,14,false,1353
4934,M,2,2,1,659,M,F,3003,C,1,15,true,1354
4935,M,4,4,1,659,M,F,3004,S,1,16,false,1354
4936,M,2,4,1,659,L,S,3004,C,0,16,false,1354
4937,P,1,1,-1,660,M,F,3005,C,-1,15,false,1354
4938,M,3,3,-1,660,M,F,3006,C,-1,14,false,1354
4939,M,2,2,1,660,M,F,3007,S,1,15,true,1355
4940,M,4,5,-1,660,M,S,3007,S,0,15,false,1355
4941,M,2,5,-1,660,M,S,3007,C,0,15,false,1355
4942,M,3,3,-1,660,L,F,3008,C,-1,14,false,1355
4943,P,1,1,-1,661,M,F,3009,S,-1,13,false,1355
4944,M,3,6,1,661,M,S,3009,C,0,13,false,1355
4945,M,3,3,-1,661,M,F,3010,C,-1,12,false,1355
4946,M,2,2,1,661,M,F,3011,C,1,13,true,1356
4947,M,3,3,-1,661,M,F,3012,S,-1,12,false,1356
4948,M,2,3,-1,661,M,S,3012,S,0,12,false,1356
4949,M,2,3,-1,661,M,S,3012,S,0,12,false,1356
4950,M,4,6,1,661,L,S,3012,C,0,12,false,1356
4951,P,1,1,-1,662,M,F,3013,S,-1,11,false,1356
4952,M,2,4,1,662,M,S,3013,C,0,11,false,1356
4953,M,3,3,-1,662,M,F,3014,C,-1,10,false,1356
4954,M,2,2,1,662,M,F,3015,C,1,11,true,1357
4955,M,2,2,1,662,M,F,3016,S,1,12,true,1358
4956,M,4,5,-1,662,L,S,3016,C,0,12,false,1358
4957,P,1,1,-1,663,M,F,3017,C,-1,11,false,1358
4958,M,3,3,-1,663,M,F,3018,S,-1,10,false,1358
4959,M,3,4,1,663,M,S,3018,S,0,10,false,1358
4960,M,3,7,-1,663,M,S,3018,S,0,10,false,1358
4961,M,2,3,-1,663,M,S,3018,C,0,10,false,1358
4962,M,3,3,-1,663,M,F,3019,C,-1,9,false,1358
4963,M,2,2,1,663,M,F,3020,S,1,10,true,1359
4964,M,3,4,1,663,M,S,3020,C,0,10,false,1359
4965,M,3,3,-1,663,M,F,3021,C,-1,9,false,1359
4966,M,3,3,-1,663,L,F,3022,C,-1,8,false,1359
4967,P,1,1,-1,664,M,F,3023,S,-1,7,false,1359
4968,M,3,7,-1,664,L,S,3023,C,0,7,false,1359
4969,P,1,1,-1,665,M,F,3024,C,-1,6,false,1359
4970,M,4,4,1,665,M,F,3025,C,1,7,false,1359
4971,M,2,2,1,665,M,F,3026,S,1,8,true,1360
4972,M,3,4,1,665,L,S,3026,C,0,8,false,1360
4973,P,1,1,-1,666,M,F,3027,C,-1,7,false,1360
4974,M,3,3,-1,666,M,F,3028,S,-1,6,false,1360
4975,M,2,3,-1,666,M,S,3028,S,0,6,false,1360
4976,M,2,5,-1,666,M,S,3028,S,0,6,false,1360
4977,M,3,4,1,666,M,S,3028,C,0,6,false,1360
4978,M,3,3,-1,666,M,F,3029,C,-1,5,false,1360
4979,M,2,2,1,666,M,F,3030,S,1,6,true,1361
4980,M,4,5,-1,666,M,S,3030,C,0,6,false,1361
4981,M,2,2,1,666,M,F,3031,C,1,7,true,1362
4982,M,3,3,-1,666,M,F,3032,C,-1,6,false,1362
4983,M,3,3,-1,666,M,F,3033,S,-1,5,false,1362
4984,M,3,5,-1,666,M,S,3033,C,0,5,false,1362
4985,M,2,2,1,666,M,F,3034,S,1,6,true,1363
4986,M,3,4,1,666,L,S,3034,C,0,6,false,1363
4987,P,1,1,-1,667,M,F,3035,S,-1,5,false,1363
4988,M,3,4,1,667,M,S,3035,C,0,5,false,1363
4989,M,2,2,1,667,M,F,3036,C,1,6,true,1364
4990,M,3,3,-1,667,M,F,3037,C,-1,5,false,1364
4991,M,3,3,-1,667,M,F,3038,S,-1,4,false,1364
4992,M,3,9,-1,667,L,S,3038,C,0,4,false,1364
4993,P,1,1,-1,668,M,F,3039,C,-1,3,false,1364
4994,M,3,3,-1,668,M,F,3040,S,-1,2,false,1364
4995,M,3,5,-1,668,M,S,3040,S,0,2,false,1364
4996,M,2,3,-1,668,M,S,3040,C,0,2,false,1364
4997,M,2,2,1,668,M,F,3041,S,1,3,true,1365
4998,M,4,5,-1,668,L,S,3041,C,0,3,false,1365
4999,P,1,1,-1,669,M,F,3042,S,-1,2,false,1365
5000,M,2,7,-1,669,M,S,3042,C,0,2,false,1365
5001,M,2,2,1,669,M,F,3043,C,1,3,true,1366
5002,M,3,3,-1,669,L,F,3044,C,-1,2,false,1366
5003,P,1,1,-1,670,M,F,3045,S,-1,1,false,1366
5004,M,3,5,-1,670,M,S,3045,C,0,1,false,1366
5005,M,4,4,1,670,M,F,3046,C,1,2,false,1366
5006,M,2,2,1,670,M,F,3047,C,1,3,true,1367
5007,M,2,2,1,670,M,F,3048,S,1,4,true,1368
5008,M,2,5,-1,670,L,S,3048,C,0,4,false,1368
5009,P,1,1,-1,671,M,F,3049,C,-1,3,false,1368
5010,M,4,4,1,671,L,F,3050,C,1,4,false,1368
5011,P,1,1,-1,672,M,F,3051,S,-1,3,false,1368
5012,M,3,4,1,672,M,S,3051,S,0,3,false,1368
5013,M,2,3,-1,672,M,S,3051,C,0,3,false,1368
5014,M,3,3,-1,672,M,F,3052,C,-1,2,false,1368
5015,M,3,3,-1,672,M,F,3053,S,-1,1,false,1368
5016,M,4,6,1,672,M,S,3053,C,0,1,false,1368
5017,M,2,2,1,672,M,F,3054,C,1,2,true,1369
5018,M,3,3,-1,672,M,F,3055,C,-1,1,false,1369
5019,M,3,3,-1,672,M,F,3056,S,-1,0,false,1369
5020,M,3,4,1,672,L,S,3056,C,0,0,false,1369
5021,P,1,1,-1,673,M,F,3057,S,-1,-1,false,1369
5022,M,3,6,1,673,L,S,3057,C,0,-1,false,1369
5023,P,1,1,-1,674,M,F,3058,S,-1,-2,false,1369
5024,M,2,6,1,674,M,S,3058,S,0,-2,false,1369
5025,M,3,4,1,674,M,S,3058,C,0,-2,false,1369
5026,M,3,3,-1,674,M,F,3059,C,-1,-3,false,1369
5027,M,2,2,1,674,M,F,3060,S,1,-2,true,1370
5028,M,3,4,1,674,M,S,3060,C,0,-2,false,1370
5029,M,2,2,1,674,M,F,3061,C,1,-1,true,1371
5030,M,3,3,-1,674,M,F,3062,S,-1,-2,false,1371
5031,M,3,4,1,674,M,S,3062,S,0,-2,false,1371
5032,M,3,5,-1,674,M,S,3062,C,0,-2,false,1371
5033,M,2,2,1,674,M,F,3063,C,1,-1,true,1372
5034,M,3,3,-1,674,M,F,3064,C,-1,-2,false,1372
5035,M,3,3,-1,674,M,F,3065,S,-1,-3,false,1372
5036,M,2,3,-1,674,M,S,3065,C,0,-3,false,1372
5037,M,3,3,-1,674,M,F,3066,C,-1,-4,false,1372
5038,M,3,3,-1,674,L,F,3067,C,-1,-5,false,1372
5039,P,1,1,-1,675,M,F,3068,S,-1,-6,false,1372
5040,M,4,8,1,675,M,S,3068,S,0,-6,false,1372
5041,M,1,2,1,675,M,S,3068,C,0,-6,true,1373
5042,M,2,2,1,675,M,F,3069,S,1,-5,true,1374
5043,M,2,3,-1,675,M,S,3069,S,0,-5,false,1374
5044,M,3,4,1,675,M,S,3069,C,0,-5,false,1374
5045,M,2,2,1,675,M,F,3070,S,1,-4,true,1375
